ticket_id,created_at,status,subtipo,pai_id,gap_s,auto_tags
2763844,2026-06-28T11:44:19,closed,sem_ticket_anterior,,,0
2764343,2026-06-28T13:37:04,closed,sem_ticket_anterior,,,1
2765032,2026-06-28T16:38:40,closed,sem_ticket_anterior,,,1
2766854,2026-06-29T00:41:49,closed,sem_ticket_anterior,,,1
2768720,2026-06-29T15:01:40,closed,sem_ticket_anterior,,,0
2768801,2026-06-29T15:13:44,closed,sem_ticket_anterior,,,1
2768967,2026-06-29T15:35:27,closed,pai_antigo_meses,2039855,17976728,1
2769233,2026-06-29T16:06:12,closed,sem_ticket_anterior,,,1
2773055,2026-06-30T02:21:57,closed,sem_ticket_anterior,,,1
2774044,2026-06-30T13:18:07,closed,sem_ticket_anterior,,,1
2774045,2026-06-30T13:18:42,closed,sem_ticket_anterior,,,1
2774685,2026-06-30T16:15:11,closed,sem_ticket_anterior,,,0
2775076,2026-06-30T17:43:44,closed,sem_ticket_anterior,,,1
2777310,2026-06-30T23:47:01,closed,sem_ticket_anterior,,,1
